canonical_ligand_id,inchikey,mapping_status,component_ids,component_names,smiles_values,component_types,pdb_ids,notes
ligand:JWNJPEKBZMEXIU-ONTIZHBOSA-N,JWNJPEKBZMEXIU-ONTIZHBOSA-N,exact_inchikey,BM9,"[S-(R*,R*)]-1-(AMINOIMINOMETHYL)-N-[[1-[N-[(2-NAPHTHALENYLSULFONYL)-L-SERYL]-3-PYRROLIDINYL]METHYL]-3-PIPERIDENECARBOXA
MIDE",[H]/N=C(\N)/N1CCC[C@@H](C1)C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c3ccc4ccccc4c3,small_molecule,1BMN,Exact ligand identity anchored to InChIKey.
ligand:JXBSHSBNOVLGHF-BUJBXKITSA-N,JXBSHSBNOVLGHF-BUJBXKITSA-N,exact_inchikey,FAR,FARNESYL,C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,small_molecule,1A0R,Exact ligand identity anchored to InChIKey.
ligand:JYIHODAXBBPFQF-MAUKXSAKSA-N,JYIHODAXBBPFQF-MAUKXSAKSA-N,exact_inchikey,BM5,"(R)-(+) 5(9BH)-OXO-9B-PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-3-CARBOXYLIC ACID METHYL ESTER",COC(=O)[C@@H]1CS[C@]2(N1C(=O)c3c2cccc3)c4ccccc4,small_molecule,1C0U,Exact ligand identity anchored to InChIKey.
ligand:JZR,,component_fallback,JZR,hexyl beta-D-glucopyranoside,,small_molecule,1PP9; 1PPJ; 1YQ3; 1YQ4; 2A06,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:K,,component_fallback,K,POTASSIUM ION,,metal,1H89; 1IS7; 1IS8; 1IWB; 1IWP; 1JDB; 1JJ2; 1K28; 1K4C; 1K4D; 1K8A; 1K9M; 1KD1; 1KEE; 1KF6; 1M6V; 1M90; 1MMF; 1N0X; 1N8R; 1NI4; 1NJI; 1OLS; 1OLU; 1OLX; 1OVL; 1PCQ; 1Q81; 1Q82; 1Q86; 1QVG; 1R64; 1RM6; 1RRV; 1RY5; 1S5H; 1S72; 1SVT; 1T36; 1T60; 1T61; 1TTQ; 1U5B; 1UC4; 1UC5; 1V11; 1V16; 1V1M; 1V1R; 1VG9; 1VQ4; 1VQ5; 1VQ6; 1VQ7; 1VQ8; 1VQ9; 1VQK; 1VQL; 1VQM; 1VQN; 1VQO; 1VQP; 1VY4; 1VY5; 1VY6; 1VY7; 1W85; 1WCI; 1WTH; 1X7W; 1X7X; 1X7Y; 1X7Z; 1X80; 1Y8N; 1Y8O; 1Y8P; 1YHQ; 1YI2; 1YIJ; 1YIT; 1YJ9; 1YJN; 1YJW; 1ZWI; 2A0Q; 2A79; 2AL2; 2APO; 2ATK; 2BEU; 2BEV; 2BEW; 2BFB; 2BFC; 2BFD; 2BFE; 2BFF,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:KABFMIBPWCXCRK-RGGAHWMASA-L,KABFMIBPWCXCRK-RGGAHWMASA-L,exact_inchikey,HEM,PROTOPORPHYRIN IX CONTAINING FE,Cc1c2n3c(c1CCC(=O)O)C=C4C(=C(C5=[N]4[Fe]36[N]7=C(C=C8N6C(=C5)C(=C8C)C=C)C(=C(C7=C2)C)C=C)C)CCC(=O)O,cofactor,1A00; 1A01; 1A0U; 1A0Z; 1A3N; 1A3O; 1A4F; 1A9W; 1ABW; 1ABY; 1AJ9; 1B86; 1BAB; 1BBB; 1BE3; 1BGY; 1BIJ; 1BUW; 1BVY; 1BZ0; 1BZ1; 1BZZ; 1C40; 1C7B; 1C7C; 1C7D; 1CG5; 1CG8; 1CLS; 1CMY; 1COH; 1CXP; 1D2V; 1D5L; 1D7W; 1DGH; 1DKE; 1DNU; 1DNW; 1DXT; 1DXU; 1DXV; 1EHK; 1EYS; 1EZV; 1FDH; 1FHJ; 1FSX; 1G08; 1G09; 1G0A; 1G0B; 1G9V; 1GBU; 1GBV; 1GCV; 1GCW,Exact ligand identity anchored to InChIKey.
ligand:KACDHMPRLCAESX-OFNKIYASSA-O,KACDHMPRLCAESX-OFNKIYASSA-O,exact_inchikey,QWE,"amino{[(4S)-4-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}amino)-5-oxo-5-{(2R)-2-[3-oxo-3-(1,3-thiazol-2-yl)propyl]pip
eridin-1-yl}pentyl]amino}methaniminium",CN(C)c1cccc2c1cccc2S(=O)(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N3CCCC[C@@H]3CCC(=O)c4nccs4,small_molecule,1A4W,Exact ligand identity anchored to InChIKey.
ligand:KCFLOKKYWBPKFN-UHFFFAOYSA-N,KCFLOKKYWBPKFN-UHFFFAOYSA-N,exact_inchikey,BO4,BORATE ION,[B-](O)(O)(O)O,small_molecule,1B33,Exact ligand identity anchored to InChIKey.
ligand:KDCCOOGTVSRCHX-YYVBKQGDSA-N,KDCCOOGTVSRCHX-YYVBKQGDSA-N,exact_inchikey,PUB,PHYCOUROBILIN,CCC1=C(C(=O)N[C@H]1Cc2c(c(c([nH]2)\C=C/3\C(=C(C(=N3)C[C@@H]4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C,small_molecule,1B8D; 1EYX,Exact ligand identity anchored to InChIKey.
ligand:KEDLOQLGBOISAT-UHFFFAOYSA-N,KEDLOQLGBOISAT-UHFFFAOYSA-N,exact_inchikey,BT3,3-[4-(2-PYRROLIDIN-1-YL-ETHOXY)-BENZYL]-2-4-(2-PYRROLIDIN-1-YL-ETHOXY)-PHENYL] -BENZO[B]THIOPHEN-6-OL,c1cc(ccc1Cc2c3ccc(cc3sc2c4ccc(nc4)OCCN5CCCC5)O)OCCN6CCCC6,small_molecule,1D3P,Exact ligand identity anchored to InChIKey.
ligand:KFZMGEQAYNKOFK-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,exact_inchikey,IPA,ISOPROPYL ALCOHOL,CC(C)O,crystallization_additive,1BND; 1BW9; 1C1D; 1C1X; 1G9M; 1GHA; 1GHB,Exact ligand identity anchored to InChIKey.
ligand:KGHMYJFHUHFOGL-UHFFFAOYSA-N,KGHMYJFHUHFOGL-UHFFFAOYSA-N,exact_inchikey,GAS,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,c1ccc(cc1)C(c2ccccc2)NC(=NCC(=O)O)Nc3ccc(cc3)C#N,small_molecule,1ETZ,Exact ligand identity anchored to InChIKey.
ligand:KHA,,component_fallback,KHA,1-(4-{[(2-HYDROXYETHYL)AMINO]CARBONYL}BENZYL)-1-METHYLPIPERIDINIUM,,small_molecule,1UWG,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:KKJYVDXDZURHMA-UHFFFAOYSA-N,KKJYVDXDZURHMA-UHFFFAOYSA-N,exact_inchikey,BAI,(5-AMIDINO-2-BENZIMIDAZOLYL)(2-BENZIMIDAZOLYL)METHANE,c1ccc2c(c1)[nH]c(n2)Cc3[nH]c4ccc(cc4n3)C(=N)N,small_molecule,1C1U,Exact ligand identity anchored to InChIKey.
ligand:KLZUFWVZNOTSEM-UHFFFAOYSA-K,KLZUFWVZNOTSEM-UHFFFAOYSA-K,exact_inchikey,AF3,ALUMINUM FLUORIDE,F[Al](F)F,small_molecule,1E1R; 1G4U,Exact ligand identity anchored to InChIKey.
ligand:KQAOIKIZSJJTII-UHFFFAOYSA-N,KQAOIKIZSJJTII-UHFFFAOYSA-N,exact_inchikey,PMB,PARA-MERCURY-BENZENESULFONIC ACID,c1cc(ccc1S(=O)(=O)O)[Hg],small_molecule,1BH9,Exact ligand identity anchored to InChIKey.
ligand:KQOXLKOJHVFTRN-UHFFFAOYSA-N,KQOXLKOJHVFTRN-UHFFFAOYSA-N,exact_inchikey,W11,"3-{3,5-DIMETHYL-4-[3-(3-METHYL-ISOXAZOL-5-YL)-PROPOXY]-PHENYL}-5-TRIFLUOROMETHYL-[1,2,4]OXADIAZOLE",Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3nc(on3)C(F)(F)F,small_molecule,1C8M,Exact ligand identity anchored to InChIKey.
ligand:KRKNYBCHXYNGOX-UHFFFAOYSA-K,KRKNYBCHXYNGOX-UHFFFAOYSA-K,exact_inchikey,FLC,CITRATE ANION,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,small_molecule,1C5W; 1C5X; 1C5Y; 1C5Z,Exact ligand identity anchored to InChIKey.
ligand:KRKNYBCHXYNGOX-UHFFFAOYSA-N,KRKNYBCHXYNGOX-UHFFFAOYSA-N,exact_inchikey,CIT,CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,crystallization_additive,1AGR; 1D3B; 1GI7; 1GI8; 1GI9,Exact ligand identity anchored to InChIKey.
ligand:KRZHNRULRHECRF-JQCUSGDOSA-N,KRZHNRULRHECRF-JQCUSGDOSA-N,exact_inchikey,TSA,"8-HYDROXY-2-OXA-BICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID",C1[C@@H]2[C@@H](C=C[C@]1(C[C@H](O2)C(=O)O)C(=O)O)O,small_molecule,1FIG,Exact ligand identity anchored to InChIKey.
ligand:KWGNLVVAVJCVFN-OGKXECBZSA-N,KWGNLVVAVJCVFN-OGKXECBZSA-N,exact_inchikey,COY,CO-(ADENIN-9-YL-PENTYL)-COBALAMIN,Cc1cc2c(cc1C)n(cn2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O[P@@](=O)(O)O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C7=C([C@H]8[C@@]([C@@H](C9=CC1C([C@@H](C2=C(C4[N-]5[Co+2](N89)(N12)(N76)CCCCCn1cnc2c1ncnc2N)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O,small_molecule,1EEX; 1EGV,Exact ligand identity anchored to InChIKey.
ligand:KWOZSBGNAHVCKG-SZQBJALDSA-N,KWOZSBGNAHVCKG-SZQBJALDSA-N,exact_inchikey,BPH,BACTERIOPHEOPHYTIN A,CCC1c2/cc\3/c(c4c([nH]3)c(c5n/c(c\c6c(c(c([nH]6)/cc(\n2)/C1C)C(=O)C)C)/C(C5CCC(=O)OC/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C)C)C(C4=O)C(=O)OC)C,small_molecule,1AIG; 1AIJ; 1DS8; 1DV3; 1DV6; 1E14; 1E6D; 1EYS; 1F6N; 1FNP; 1FNQ,Exact ligand identity anchored to InChIKey.
ligand:KXNPVXPOPUZYGB-XYVMCAHJSA-O,KXNPVXPOPUZYGB-XYVMCAHJSA-O,exact_inchikey,MIT,"amino{[(4S)-5-[(2R,4R)-2-carboxy-4-methylpiperidin-1-yl]-4-({[(3R)-3-methyl-1,2,3,4-tetrahydroquinolin-8-yl]sulfonyl}amino)-5-oxopentyl]amino}methaniminium",C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=[NH2+])N)NS(=O)(=O)c2cccc3c2NC[C@@H](C3)C,small_molecule,1DWC; 1ETR,Exact ligand identity anchored to InChIKey.
ligand:L02,,component_fallback,L02,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,,small_molecule,1WAY,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L03,,component_fallback,L03,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",,small_molecule,1WBG,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L05,,component_fallback,L05,"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",,small_molecule,2ACL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L17,,component_fallback,L17,L17,,small_molecule,1Z71,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L35,,component_fallback,L35,"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",,small_molecule,2D5X; 2D5Z; 2D60,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L79,,component_fallback,L79,"(S)-(2E)-3[4-(5,5,8,8-TETRAMETHYL-5,6,7,8-TETRAHYDRO-2-NAPHTHALENYL)TETRAHYDRO-1-BENZOFURAN-2-YL]-2-PROPENOIC ACID",,small_molecule,1RDT,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:L86,,component_fallback,L86,"(11S)-11-BENZYL-6-CHLORO-1,2,10,11,12,13,14,15,16,17,18,19-DODECAHYDRO-5,9-METHANO-2,5,8,10,13,17-BENZOHEXAAZACYCLOHENI
COSINE-3,24-DIONE",,small_molecule,1NM6,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LAR,,component_fallback,LAR,LATRUNCULIN A,,small_molecule,1SQK,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LDA,,component_fallback,LDA,LAURYL DIMETHYLAMINE-N-OXIDE,,small_molecule,1L9B; 1MPS; 1PCR; 1PRC; 1R2C; 1RG5; 1RGN; 1RQK; 1RVJ; 1RY5; 1RZH; 1RZZ; 1S00; 1UJW; 1UMX; 1VRN; 1YF6; 2BOZ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LEA,,component_fallback,LEA,PENTANOIC ACID,,small_molecule,1VWI; 1VWJ; 1VWK; 1VWL; 1VWQ; 1VWR,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LENZDBCJOHFCAS-UHFFFAOYSA-O,LENZDBCJOHFCAS-UHFFFAOYSA-O,exact_inchikey,TRS,"2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",C(C(CO)(CO)[NH3+])O,crystallization_additive,10LG; 1E3W; 1ELW; 1G5Q,Exact ligand identity anchored to InChIKey.
ligand:LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,exact_inchikey,EOH,ETHANOL,CCO,crystallization_additive,1ALZ; 1DBA; 1FZ7,Exact ligand identity anchored to InChIKey.
ligand:LHG,,component_fallback,LHG,"1,2-DIPALMITOYL-PHOSPHATIDYL-GLYCEROLE",,small_molecule,1JB0; 2AXT,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LI,,component_fallback,LI,LITHIUM ION,,metal,1TW6,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LIM,,component_fallback,LIM,3-OXO-PENTADECANOIC ACID,,small_molecule,1UJW,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LJBDFODJNLIPKO-UHFFFAOYSA-N,LJBDFODJNLIPKO-UHFFFAOYSA-N,exact_inchikey,SF4,IRON/SULFUR CLUSTER,[S]12[Fe]3[S]4[Fe]1[S]5[Fe]2[S]3[Fe]45,cofactor,1CC1; 1DJ7; 1E3D; 1FRF; 1FRV; 1G20; 1G21,Exact ligand identity anchored to InChIKey.
ligand:LKGGMBQFWIIXJM-UHFFFAOYSA-M,LKGGMBQFWIIXJM-UHFFFAOYSA-M,exact_inchikey,NIP,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,c1c(cc(c(c1[N+](=O)[O-])O)I)CC(=O)NCCCCCC(=O)[O-],small_molecule,1A6W,Exact ligand identity anchored to InChIKey.
ligand:LKVIQTCSMMVGFU-DWSMJLPVSA-N,LKVIQTCSMMVGFU-DWSMJLPVSA-N,exact_inchikey,B12,COBALAMIN,Cc1cc2c(cc1C)n(cn2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C7=[N]6[Co+2]89[N]5=C4C(=C1[NH]8C(=CC2=[N]9C(=C7C)C(C2CCC(=O)N)(C)CC(=O)N)C(C1CCC(=O)N)(C)C)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O,cofactor,1DIO; 1E1C,Exact ligand identity anchored to InChIKey.
ligand:LMG,,component_fallback,LMG,"1,2-DISTEAROYL-MONOGALACTOSYL-DIGLYCERIDE",,small_molecule,1JB0,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LMIQCBIEAHJAMZ-GZBFAFLISA-N,LMIQCBIEAHJAMZ-GZBFAFLISA-N,exact_inchikey,INN,N-{(2R)-2-[2-(hydroxyamino)-2-oxoethyl]-4-methylpentanoyl}-3-methyl-L-valyl-N-(2-aminoethyl)-L-alaninamide,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)NC(C)C(=O)NCCN)C(C)(C)C,small_molecule,1BKC,Exact ligand identity anchored to InChIKey.
ligand:LMT,,component_fallback,LMT,DODECYL-BETA-D-MALTOSIDE,,small_molecule,1QLB; 2AXT; 2BS2; 2BS3; 2BS4,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LPE,,component_fallback,LPE,1-O-OCTADECYL-SN-GLYCERO-3-PHOSPHOCHOLINE,,small_molecule,21TQ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LU,,component_fallback,LU,LUTETIUM (III) ION,,metal,1M3D,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LWWRAASQNZOVDU-GSRZOBFVSA-N,LWWRAASQNZOVDU-GSRZOBFVSA-N,exact_inchikey,00N,"(1S,7S)-7-amino-7-benzyl-N-{(1S)-4-carbamimidamido-1-[(S)-hydroxy(1,3-thiazol-2-yl)methyl]butyl}-8-oxohexahydro-1H-pyra
zolo[1,2-a]pyridazine-1-carboxamide",c1ccc(cc1)C[C@@]2(CC[N@@]3CC[C@H](N3C2=O)C(=O)N[C@@H](CCCNC(=N)N)[C@@H](c4nccs4)O)N,small_molecule,1A61,Exact ligand identity anchored to InChIKey.
ligand:LXKDFTDVRVLXFY-ACMRXAIVSA-N,LXKDFTDVRVLXFY-ACMRXAIVSA-N,exact_inchikey,MQ8,MENAQUINONE 8,CC1=C(C(=O)c2ccccc2C1=O)C\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(\C)/CCC=C(C)CC\C=C(/C)\CCC=C(C)C,small_molecule,1EYS,Exact ligand identity anchored to InChIKey.
ligand:LYC,,component_fallback,LYC,LYCOPENE,,small_molecule,1LGH,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:LYCAIKOWRPUZTN-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact_inchikey,EDO,"1,2-ETHANEDIOL",C(CO)O,crystallization_additive,1BVY; 1BW9; 1E3A; 1E3U; 1E44; 1G8K; 1GG6,Exact ligand identity anchored to InChIKey.
ligand:LYS,,component_fallback,LYS,LYSINE,,small_molecule,1PQ8,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:M12,,component_fallback,M12,10-METHYLUNDECANOIC ACID,,small_molecule,1T7D,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:M77,,component_fallback,M77,"5-(1,4-DIAZEPAN-1-SULFONYL)ISOQUINOLINE",,small_molecule,1Q8W,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MAK,,component_fallback,MAK,ALPHA-KETOMALONIC ACID,,small_molecule,2BEX,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MAN,,component_fallback,MAN,alpha-D-mannopyranose,,glycan,1I8L; 1IZE; 1KJ1; 1KLF; 1LWU; 1MQL; 1NMC; 1RIN; 1TI8; 2AEP; 2AEQ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MAO,,component_fallback,MAO,5'-DEOXY-5'-[N-METHYL-N-(2-AMINOOXYETHYL) AMINO]ADENOSINE,,small_molecule,1I72,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MBN,,component_fallback,MBN,TOLUENE,,small_molecule,1R1X; 1YZI,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MBVYSLWWSSHIRS-UHFFFAOYSA-N,MBVYSLWWSSHIRS-UHFFFAOYSA-N,exact_inchikey,BT2,3-[4-(2-PYRROLIDIN-1-YL-ETHOXY)-BENZYL]-2-4-(2-PYRROLIDIN-1-YL-ETHOXY)-PHENYL] -BENZO[B]THIOPHENE,c1ccc2c(c1)c(c(s2)c3ccc(cc3)OCCN4CCCC4)Cc5ccc(cc5)OCCN6CCCC6,small_molecule,1D3Q,Exact ligand identity anchored to InChIKey.
ligand:MBXKBJLIESPLIK-UHFFFAOYSA-N,MBXKBJLIESPLIK-UHFFFAOYSA-N,exact_inchikey,107,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)NCC3=C4c5c(ncs5)C=CC4=NC3=O,small_molecule,1FVV,Exact ligand identity anchored to InChIKey.
ligand:MCN,,component_fallback,MCN,PTERIN CYTOSINE DINUCLEOTIDE,,small_molecule,1N5W; 1N60; 1N61; 1N62; 1N63; 1T3Q; 1ZXI,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MCR,,component_fallback,MCR,SULFANYLACETIC ACID,,small_molecule,1T0Q; 1T0S,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MD1,,component_fallback,MD1,"PHOSPHORIC ACID 4-(2-AMINO-4-OXO-3,4,5,6,-TETRAHYDRO-PTERIDIN-6-YL)-2-HYDROXY-3,4-DIMERCAPTO-BUT-3-EN-YL ESTER GUANYLATE ESTER",,small_molecule,1Q16; 1Y4Z; 1Y5I; 1Y5L; 1Y5N,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MDP,,component_fallback,MDP,N-carboxyl-N-methyl-beta-muramic acid,,small_molecule,1LOC,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MEI,,component_fallback,MEI,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",,small_molecule,1UHL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MEL,,component_fallback,MEL,[((1R)-2-{(2S)-2-[({4-[AMINO(IMINO)METHYL]BENZYL}AMINO)CARBONYL]AZETIDINYL}-1-CYCLOHEXYL-2-OXOETHYL)AMINO]ACETIC ACID,,small_molecule,1K22,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MES,,component_fallback,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,,crystallization_additive,1MA3; 1N4R; 1O23; 1P8V; 1S64; 1T2Q; 1T8E; 1TFK; 1TK0; 1TK5; 1TK8; 1TKD; 1TNB; 1TNO; 1TNU; 1TNY; 1TNZ; 1UPK; 1UZX; 1YRO; 1Z0K; 28WF; 2D03; 2D7C,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MG,,component_fallback,MG,MAGNESIUM ION,,metal,1GK8; 1GLC; 1GRN; 1GUA; 1GY3; 1H1L; 1H2A; 1H2R; 1H8E; 1H8H; 1HBM; 1HBN; 1HBO; 1HBU; 1HE1; 1HE8; 1HH4; 1I4D; 1I4L; 1I4T; 1I7Q; 1IBR; 1IJF; 1IR1; 1IR2; 1IR3; 1IRU; 1IW7; 1J2J; 1J34; 1JD2; 1JJ2; 1K5D; 1K8A; 1K8R; 1K9M; 1KD1; 1KIL; 1KJY; 1KK8; 1KMI; 1KQM; 1KSG; 1KSH; 1KSJ; 1KXP; 1L0O; 1L2O; 1L3R; 1LFD; 1LP1; 1LUC; 1M2O; 1M34; 1M56; 1M57; 1M90; 1MA9; 1MAB; 1N0W; 1N2C; 1N32; 1N52; 1N6Q; 1N8R; 1NBM; 1NF3; 1NI4; 1NJI; 1NM1; 1NRJ; 1NVU; 1NVV; 1NVW; 1O1T; 1OCC; 1OCO; 1OCR; 1OCZ; 1OFH; 1OHF; 1OHH; 1OI9; 1OIU; 1OIY; 1OKK; 1OL5; 1OLU; 1OSG; 1OU8; 1OW3; 1P0S; 1P4N; 1P7T; 1PCQ; 1PF9; 1PYS; 1Q24; 1Q81; 1Q82; 1Q86; 1Q9K; 1Q9L; 1Q9O; 1Q9W; 1QBK; 1QC5; 1QGU; 1QGW; 1QH1; 1QH8; 1QMZ; 1QS0; 1QVG; 1QVI; 1R0A; 1R4A; 1R8Q; 1RBL; 1RDQ; 1RE0; 1REV; 1RJ9; 1RRP; 1RYP; 1RZR; 1S1C; 1S6P; 1S72; 1S9D; 1SHZ; 1SKR; 1SKS; 1SKW; 1SL1; 1SL2; 1SMY; 1SQK; 1SR6; 1SUQ; 1SVT; 1SX4; 1SXJ; 1T05; 1T0F; 1T0P; 1T7P; 1T8E; 1TH8; 1TID; 1TIL; 1TK0; 1TK5; 1TK8; 1TKD; 1TKT; 1TL7; 1TQY; 1TU3; 1TX4; 1TYE; 1U0H; 1U54; 1U9I; 1UAD; 1UBH; 1UBJ; 1UBK; 1UBL; 1UBM; 1UBO; 1UBR; 1UBT; 1UBU; 1UKV; 1UL1; 1UMB; 1UMC; 1UMD; 1UPT; 1UW9; 1UWA; 1UZD; 1UZH; 1V54; 1V55; 1VG0; 1VG9; 1VQ4; 1VQ5; 1VQ6; 1VQ7; 1VQ8; 1VQ9; 1VQK; 1VQL; 1VQM; 1VQN; 1VQO; 1VQP; 1VRT; 1VY4; 1VY5; 1VY6; 1VY7; 1W0J; 1W0K; 1W1W; 1W7J; 1W7V; 1W85; 1W88; 1WA5; 1WDC; 1WDD; 1WQ1; 1WUH; 1WUI; 1WUJ; 1WUK; 1WUL; 1WVM; 1WYW; 1X9M; 1X9S; 1X9W; 1XD2; 1XD3; 1XEX; 1XF6; 1XG0; 1XM4; 1XMQ; 1XMU; 1XMY; 1Y8O; 1Y8P; 1Y8Q; 1Y8R; 1YAG; 1YHN; 1YHQ; 1YI2; 1YIJ; 1YIT; 1YJ9; 1YJN; 1YJW; 1YM0; 1YQ9; 1YQW; 1YRQ; 1YVH; 1YVN; 1Z0J; 1Z0K; 1Z2C; 1Z6J; 1ZBD; 1ZC3; 1ZC4; 1ZOT; 1ZSZ; 1ZUK; 1ZUN; 1ZYQ; 1ZYR; 2A19; 2A2Q; 2A3Z; 2A40; 2A41; 2A42; 2A5D; 2A5F; 2A5G; 2A5Y; 2A68; 2A69; 2A6E; 2A6H; 2A78; 2A9K; 2AER; 2AHO; 2AL2; 2AMC; 2AS5; 2B1J; 2B2X; 2B8O; 2B9H; 2B9I; 2B9J; 2BCG; 2BE5; 2BHA; 2BHD; 2BKK; 2BKU; 2BOV; 2C5L; 2C77; 2CCI; 2CG5; 2CJM; 2CJW; 2CK3; 2CNW; 2COL; 2CVY; 2CYZ; 2CZ1; 2CZ6; 2CZ7; 2D0O; 2D0Q; 2D1K; 2D7C,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MG8,,component_fallback,MG8,N-OCTANOYL-N-METHYLGLUCAMINE,,small_molecule,1Q61; 1Q8U; 1SMH; 1SVE,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MGB,,component_fallback,MGB,METHYLGLYOXAL BIS-(GUANYLHYDRAZONE),,small_molecule,1I7C,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MGC,,component_fallback,MGC,methyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside,,small_molecule,1UH0; 1UH1,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:MGD,,component_fallback,MGD,"2-AMINO-5,6-DIMERCAPTO-7-METHYL-3,7,8A,9-TETRAHYDRO-8-OXA-1,3,9,10-TETRAAZA-ANTHRACEN-4-ONE GUANOSINE DINUCLEOTIDE",,cofactor,1H0H; 1KQF; 1KQG; 1R27,Fallback ligand identity anchored to component ID because InChIKey is missing.
